              100.00     8.346   272.975    14.657    89.000
              125.00     8.541   273.112    14.407    90.000
              150.00     8.698   273.239    14.127    91.000
              175.00     8.772   273.299    13.974    92.000
              206.25     8.899   273.402    13.677    93.000
              250.00     9.046   273.502    13.261    94.000
              300.00     9.206   273.549    12.787    96.000
              350.00     9.383   273.480    12.333    98.000
              400.00     9.601   273.178    11.918    99.000
              450.00     9.838   272.742    11.580   100.000
              512.50    10.349   271.504    11.057   100.000
              600.00    10.831   268.191    10.466   100.000
              700.00    11.163   264.475     9.919   100.000
              800.00    11.442   260.902     9.402   100.000
              900.00    11.768   256.733     8.744   100.000
             1100.00    12.188   251.175     7.658   100.000
             1500.00    12.273   240.853     5.525   100.000
             2000.00    12.180   232.005     2.827   100.000
             2500.00    12.308   233.814    -0.495    86.000
             3000.00    13.833   239.527    -2.451    49.000
             3500.00    15.982   245.511    -5.010    37.000
             4000.00    17.356   246.877    -8.139    34.000
             4500.00    18.034   249.510   -11.224    31.000
             5000.00    18.810   252.520   -13.711    28.000
2022070119    44.588   139.711  9992.018   687.435     0.999   -13.318    43.004   0.47621   0.15000     5.000   941.294     0.000
                2.00                        15.073    86.363    -0.048
               10.00     5.556   271.398
               18.75     6.356   271.762    15.025    84.000
               50.00     7.935   272.592    14.820    84.000
               75.00     8.720   273.018    14.628    84.000
              100.00     9.303   273.328    14.433    84.000
              125.00     9.823   273.590    14.215    85.000
              150.00    10.272   273.764    13.938    85.000
              175.00    10.477   273.810    13.785    85.000
              206.25    10.813   273.836    13.490    86.000
              250.00    11.136   273.646    13.056    87.000
              300.00    11.354   273.142    12.550    89.000
              350.00    11.471   272.308    12.056    90.000
              400.00    11.575   271.211    11.608    92.000
              450.00    11.634   270.140    11.238    93.000
              512.50    11.654   267.946    10.639    96.000
              600.00    11.693   263.093     9.791    99.000
              700.00    11.807   257.318     9.144   100.000
              800.00    11.962   252.010     8.581   100.000
              900.00    12.323   246.238     7.807   100.000
             1100.00    13.000   240.958     6.665    99.000
             1500.00    12.449   230.065     4.329    98.000
             2000.00    12.114   225.511     1.508    86.000
             2500.00    13.500   239.246     0.326    46.000
             3000.00    14.720   245.866    -2.025    40.000
             3500.00    16.711   246.106    -5.009    39.000
             4000.00    17.874   243.992    -8.133    36.000
             4500.00    18.632   246.067   -11.196    31.000
             5000.00    19.514   249.050   -13.685    28.000
2022070120    22.759    25.613  9995.109   556.734     0.999   -12.797    31.027   0.40076   0.15000     5.000   542.644     0.000
                2.00                        14.029    87.166    -0.032
               10.00     4.761   276.264
               18.75     5.397   276.668    13.997    85.000
               50.00     6.618   277.730    13.767    85.000
               75.00     7.189   278.609    13.558    85.000
              100.00     7.615   279.409    13.351    86.000
              125.00     7.998   280.186    13.126    86.000
              150.00     8.388   280.954    12.848    87.000
              175.00     8.577   281.273    12.695    87.000
              206.25     8.898   281.754    12.413    88.000
              250.00     9.276   282.096    11.987    89.000
              300.00     9.570   282.088    11.518    91.000
              350.00     9.749   281.675    11.038    92.000
              400.00     9.830   280.961    10.602    94.000
              450.00     9.872   280.123    10.242    95.000
              512.50     9.910   278.239     9.688    97.000
              600.00    10.047   274.078     8.995    99.000
              700.00    10.388   268.654     8.358   100.000
              800.00    10.868   264.642     7.753   100.000
              900.00    11.317   260.094     7.038   100.000
             1100.00    11.141   254.778     5.934   100.000
             1500.00     9.988   242.738     3.856   100.000
             2000.00    12.181   238.054     1.201    95.000
             2500.00    13.603   244.321     0.194    46.000
             3000.00    15.051   246.720    -2.340    45.000
             3500.00    17.446   243.896    -5.169    43.000
             4000.00    18.758   241.588    -8.175    36.000
             4500.00    19.647   243.896   -11.206    31.000
             5000.00    20.598   246.774   -13.700    27.000
2022070121     4.207     9.706  9999.295   529.526     0.000   -24.635    -6.510   0.26105   0.15000     5.000    63.276     0.000
                2.00                        11.908    90.321     0.695
               10.00     4.036   275.957
               18.75     4.952   277.186    12.604    87.000
               50.00     6.902   279.608    12.642    86.000
               75.00     7.990   280.507    12.519    86.000
              100.00     8.836   280.871    12.353    86.000
              125.00     9.578   280.965    12.162    86.000
              150.00    10.311   280.817    11.884    86.000
              175.00    10.618   280.699    11.728    87.000
              206.25    11.092   280.465    11.441    87.000
              250.00    11.520   280.020    10.991    89.000
              300.00    11.747   279.439    10.503    90.000
              350.00    11.846   278.670     9.977    92.000
              400.00    11.921   277.774     9.526    93.000
              450.00    12.013   276.754     9.166    94.000
              512.50    12.214   274.619     8.657    95.000
              600.00    12.512   270.273     8.103    96.000
              700.00    12.696   264.639     7.617    97.000
              800.00    12.950   258.585     7.112    98.000
              900.00    13.326   253.343     6.492    97.000
             1100.00    13.596   245.020     5.391    96.000
             1500.00    11.933   232.210     3.003    99.000
             2000.00    12.189   237.186     1.200    69.000
             2500.00    13.482   244.305    -0.433    49.000
             3000.00    15.673   244.350    -2.744    50.000
